"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","상담실적(내부상담전문가)","상담실적(내부상담전문가실시여부)","상담실적(외부상담전문가)","상담실적(외부상담전문가실시여부)","학교과정구분값(2-3-4)","학교과정구분명(초-중-고)","공시연도"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010700","01","S010000766","서울신구초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010600","01","S010000767","서울신동초등학교","02","공립","N","","304","Y","5","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000768","서울신중초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011000","01","S010000769","서울압구정초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010200","01","S010000770","서울양재초등학교","02","공립","N","","0","N","6","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000771","서울양전초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010900","01","S010000772","서울언남초등학교","02","공립","N","","900","Y","1","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010400","01","S010000773","서울언북초등학교","02","공립","N","","1437","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011800","01","S010000774","서울언주초등학교","02","공립","N","","87","Y","7","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010100","01","S010000775","서울역삼초등학교","02","공립","N","","97","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000776","서울영희초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011500","01","S010000777","서울왕북초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010300","01","S010000778","서울우암초등학교","02","공립","N","","0","N","56","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000779","서울원명초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000780","서울원촌초등학교","02","공립","N","","0","N","2","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000781","서울이수초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000782","서울일원초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000783","서울잠원초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011000","01","S010000784","서울청담초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000785","서울포이초등학교","02","공립","N","","268","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010800","01","S010000786","서울학동초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000897","서울가동초등학교","02","공립","N","","198","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000898","서울가락초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010800","01","S010000899","서울가원초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000900","서울가주초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000901","서울강덕초등학교","02","공립","N","","32","Y","20","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010900","01","S010000902","서울강동초등학교","02","공립","N","","239","Y","47","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174011000","01","S010000903","서울강일초등학교","02","공립","N","","113","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011200","01","S010000904","서울거여초등학교","02","공립","N","","243","Y","16","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011300","01","S010000905","서울거원초등학교","02","공립","N","","788","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000906","서울고덕초등학교","02","공립","N","","850","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010100","01","S010000907","서울고명초등학교","02","공립","N","","0","N","248","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010300","01","S010000908","서울고일초등학교","02","공립","N","","0","N","200","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010500","01","S010000909","서울길동초등학교","02","공립","N","","167","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011400","01","S010000910","서울남천초등학교","02","공립","N","","101","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010100","01","S010000911","서울대명초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011400","01","S010000913","서울마천초등학교","02","공립","N","","784","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000914","서울명덕초등학교","02","공립","N","","330","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010100","01","S010000915","서울명원초등학교","02","공립","N","","336","Y","8","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010700","01","S010000916","서울명일초등학교","02","공립","N","","621","Y","73","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000917","서울묘곡초등학교","02","공립","N","","120","Y","60","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010800","01","S010000918","서울문덕초등학교","02","공립","N","","28","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010800","01","S010000919","서울문정초등학교","02","공립","N","","116","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000920","서울방산초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000921","서울방이초등학교","02","공립","N","","827","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010600","01","S010000922","서울삼전초등학교","02","공립","N","","14","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010300","01","S010000923","서울상일초등학교","02","공립","N","","42","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010500","01","S010000924","서울석촌초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010600","01","S010000925","서울선린초등학교","02","공립","N","","630","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010700","01","S010000926","서울선사초등학교","02","공립","N","","43","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010800","01","S010000927","서울성내초등학교","02","공립","N","","218","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010800","01","S010000928","서울성일초등학교","02","공립","N","","166","Y","104","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000929","서울세륜초등학교","02","공립","N","","88","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000930","서울송전초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010400","01","S010000931","서울송파초등학교","02","공립","N","","516","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000932","서울신가초등학교","02","공립","N","","131","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010500","01","S010000933","서울신명초등학교","02","공립","N","","626","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010700","01","S010000934","서울신암초등학교","02","공립","N","","69","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000935","서울신천초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000936","서울아주초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011300","01","S010000937","서울영풍초등학교","02","공립","N","","346","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011200","01","S010000938","서울오금초등학교","02","공립","N","","67","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000939","서울오륜초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010200","01","S010000941","서울잠동초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000942","서울잠신초등학교","02","공립","N","","352","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010200","01","S010000943","서울잠실초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000944","서울잠일초등학교","02","공립","N","","255","Y","31","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000945","서울잠전초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010400","01","S010000946","서울중대초등학교","02","공립","N","","110","Y","10","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010500","01","S010000947","서울천동초등학교","02","공립","N","","38","Y","95","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010900","01","S010000948","서울천일초등학교","02","공립","N","","0","N","219","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010900","01","S010000949","서울천호초등학교","02","공립","N","","639","Y","65","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010300","01","S010000950","서울토성초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000951","서울평화초등학교","02","공립","N","","310","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010300","01","S010000952","서울풍납초등학교","02","공립","N","","374","Y","7","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010300","01","S010000953","서울풍성초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010600","01","S010000954","서울한산초등학교","02","공립","N","","260","Y","48","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010500","01","S010001004","서울가곡초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010400","01","S010001005","서울가양초등학교","02","공립","N","","472","Y","144","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001006","서울갈산초등학교","02","공립","N","","0","N","20","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001007","서울강서초등학교","02","공립","N","","0","N","306","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001008","서울강신초등학교","02","공립","N","","294","Y","16","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001009","서울강월초등학교","02","공립","N","","354","Y","21","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010900","01","S010001010","서울개화초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010200","01","S010001011","서울경인초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001012","서울계남초등학교","02","공립","N","","0","N","3","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010500","01","S010001013","서울공진초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010800","01","S010001014","서울공항초등학교","02","공립","N","","231","Y","92","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001015","서울남명초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010600","01","S010001016","서울내발산초등학교","02","공립","N","","0","N","2","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010200","01","S010001017","서울등명초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010300","01","S010001018","서울등서초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010200","01","S010001019","서울등양초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010200","01","S010001020","서울등원초등학교","02","공립","N","","170","Y","20","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010200","01","S010001021","서울등촌초등학교","02","공립","N","","45","Y","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010200","01","S010001022","서울등현초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001023","서울목동초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010200","01","S010001024","서울목원초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010600","01","S010001025","서울발산초등학교","02","공립","N","","163","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010900","01","S010001026","서울방화초등학교","02","공립","N","","0","N","66","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010200","01","S010001027","서울백석초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010900","01","S010001028","서울삼정초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010200","01","S010001029","서울서정초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010800","01","S010001030","서울송정초등학교","02","공립","N","","273","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010900","01","S010001031","서울송화초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001032","서울신강초등학교","02","공립","N","","275","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010300","01","S010001033","서울신곡초등학교","02","공립","N","","232","Y","1","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001034","서울신남초등학교","02","공립","N","","205","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001035","서울신목초등학교","02","공립","N","","102","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001036","서울신서초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001037","서울신원초등학교","02","공립","N","","317","Y","26","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010300","01","S010001038","서울신월초등학교","02","공립","N","","295","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010300","01","S010001039","서울신정초등학교","02","공립","N","","388","Y","47","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001040","서울양강초등학교","02","공립","N","","44","Y","20","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001041","서울양동초등학교","02","공립","N","","696","Y","22","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001042","서울양명초등학교","02","공립","N","","914","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010100","01","S010001043","서울양목초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010300","01","S010001044","서울양원초등학교","02","공립","N","","206","Y","41","Y","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010400","01","S010001045","서울양천초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010200","01","S010001046","서울양화초등학교","02","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010100","01","S010001048","서울염동초등학교","02","공립","N","","0","N","7","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010100","01","S010001049","서울염창초등학교","02","공립","N","","0","N","0","N","2","초","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010200","01","S010001050","서울영도초등학교","02","공립","N","","0","N","0","N","2","초","2021"
